cs1_pe,cs2_bottom_pe
3.026757777640853,709.6323834326251
3.2991072647256487,944.8952624205932
3.447517046785123,522.0045096202375
3.452187076356097,1124.552135004002
3.554220320779109,802.8954493856062
3.6290840375071127,1091.489045110967
3.6442614324465694,1128.6265002551806
3.6826890280416933,864.411223581982
3.8241107106958907,740.9505209514832
3.931214240173375,853.0393718212498
4.209284386623949,857.5016853870533
4.520217993915281,705.0712459384742
4.530841498812322,937.0424126009779
4.585637554603039,1186.3044533361476
4.77164866457656,951.3437460651177
5.00806012029193,1036.0130024157932
5.215472660487421,1266.8524550417437
5.281113706391409,1374.2374985413699
5.410644000097591,1312.0363536091859
5.555034408838509,1143.4874697486205
5.61724175957346,655.2953326550803
5.645889467371774,763.7876731974167
5.768510828802846,1514.0761577750516
5.99826890719487,1425.9261595944733
6.023137140559129,1349.5601695186435
6.054721353385048,952.4491324110211
6.174616301967774,596.2810821555286
6.209624529653155,1380.0335979136223
6.313752993876278,1230.6743001493112
6.5875337532276035,785.2064415594725
6.6550898168035815,1627.5731600945148
6.708192986690392,586.0963748397178
6.786174761747077,1192.9429222544907
6.830893725084593,996.3040588043019
6.831920082765919,1372.1912235380455
6.898289663581409,1675.4634187188099
7.184043920518377,994.1604619556824
7.185422423985699,1375.9825977258988
7.207637065603592,1525.5600424359272
7.344938428813975,1258.2092081746716
7.583762673006845,1393.6124271629144
7.671343302919013,1240.2163694892504
7.683207210358603,965.5722128477192
7.7106982730790605,737.0993635768604
7.757075288133194,738.9195782262416
7.83447880050727,1162.2612007057176
7.868299963100355,841.2483990292683
7.882332715001894,865.1922832227463
7.912189184411659,936.2457242596531
8.012967714655588,933.5297974472879
8.533834471485193,1492.730924196406
8.576190798202447,1332.3462771149589
8.616430832070364,1034.2315632547334
8.627259451541022,869.951252941451
8.65833207842087,1339.1502749692518
8.704941342003622,1221.1820381732334
8.828434412315346,1091.484068852206
8.865178966298913,1012.808784069198
8.975484228387586,1196.223512271781
8.998796455442402,1121.449953465501
9.275301631226625,1149.1198147942798
9.603422165562733,1673.1300442416032
9.65813475031996,1097.0904648721526
9.718105664317136,706.9225183417051
9.837658556679173,1390.24662517835
10.071402297353018,1358.9214049462278
10.209521044766348,914.2491873367613
10.249528472985503,1102.5061141318936
10.513510038358618,1385.406323112521
10.554768881705456,1649.0078980488279
10.571301541513208,1458.2011039221964
10.690894075526558,2100.2252981125134
10.904132659720744,1320.6024085718839
10.977310354979863,1204.6008818392345
10.998363263081387,1464.0078155452152
11.073417633065219,913.8440861335275
11.121272594757329,947.4549157089044
11.221948650296326,2085.549826846603
11.565889342407445,876.2690220042635
11.580335331092954,1626.6740779549423
11.711493145454028,1097.657694881539
11.739737291716892,1271.2545938035537
11.840210779248764,1532.5261706577405
11.877144470379676,1046.9253610552917
11.877952158337166,1295.9506024515179
12.071711643450556,905.8124072656518
12.075885689389622,978.8554997013413
12.111019542423492,1177.906127390222
12.181025576582556,1283.2087671649908
12.231936731051064,1053.5465723299253
12.259825931020032,1610.1358854431667
12.290304634166205,1991.7699153305518
12.405497363406994,762.0969922909806
12.55865933520954,1198.0413166367634
12.63365081190932,1469.8277983918072
12.682718564410266,977.873344110904
12.832362696126438,1553.8277902569403
12.874457108927118,1449.6299236496536
12.950554096363476,1214.486930800097
13.133935743588154,1936.9024165929798
13.17808210364592,1178.602142490964
13.361357118262163,1032.9941648152699
13.41665683625888,1504.366507385971
13.426841636652625,1728.2248854613995
13.433789031736524,1042.240502469367
13.571248804797506,1354.7021103735453
13.635529862753515,1585.9297075304232
13.920641668303006,963.3323935175785
14.016679846728834,1842.27942965249
14.142779770181733,1364.0787509301283
14.146778731655331,2206.648922762129
14.152912106928852,1603.5015287144274
14.289173899497996,1339.8020721092835
14.317823742746896,1713.5710624563208
14.375702981268432,1228.8985845928567
14.462288350148242,1167.9008272793483
14.584882454014632,1410.2333027778539
14.632975111114774,1290.6925428078287
15.016148913105098,907.1226546210704
15.073290686103064,1317.2299060712323
15.127208414349752,1410.9816359656588
15.145528529610601,1539.7520737498116
15.27193844698104,1646.3610585274107
15.275825878714159,1738.64671320927
15.309726185428985,1817.5119260140286
15.353148172178408,1630.2989723469816
15.568758392075324,1433.788869421977
15.590051177800547,1781.6065303742034
15.765650063159,1133.4804548201669
15.943314254257643,1147.4668777910247
15.981172361086124,1815.1637692068746
16.055307835205895,1309.9384327082419
16.09299795044717,2469.6630765624823
16.178742972371765,1542.6656411449092
16.221701848483463,1940.4240210904663
16.267121996081414,1275.6912565841715
16.276493424324144,1197.8066897972499
16.298551924502362,1511.4350545622463
16.32954098871562,1300.291419418152
16.33126598684248,867.9716520292011
16.339313124784667,1784.4648547216232
16.429878142776033,1649.6501114003593
16.547755183978097,1473.3244194445715
16.652903319380357,1962.7578505395943
16.858234681978956,1781.8831318115583
17.058936533052815,1572.8175373604674
17.09039054954792,1421.4117664405378
17.469245214984312,1598.4896993289656
17.692492739697173,1413.228390261114
17.94419393436442,1503.692585569276
18.24629901281287,2128.722127680272
18.284288023571094,1524.7168205372434
18.362826747145164,1686.0874503979928
18.562459097609008,1613.5665717404322
18.64542281210163,1886.8711479738454
18.750607209055943,1344.9973533057182
18.87742150435588,1470.6697734534112
18.918011930025386,2011.2290498971151
18.974265944116496,2212.8137514462883
18.992840520329537,1137.3112670096218
19.018634618618762,1718.55505233083
19.053468449006573,1480.8938639490432
19.168778846407122,1225.9100841065447
19.229216949661918,1090.0313242736843
19.23240704194086,1891.519807003204
19.29200763939707,1695.1680245446837
19.459933905851017,2167.67679791518
19.49415995184063,1789.8441369112772
19.690054275852162,1918.0139999240823
19.726696354350338,1628.276394547827
19.807936310076002,2228.831714889663
19.995148398026913,1380.9363022313707
19.995267033829805,1920.9088041528887
20.058481988529365,1877.2973737741581
20.1401643594113,1314.7196184506172
20.272295789468444,1632.753613364884
20.317904446830994,1297.6371852864272
20.319487018236032,1094.242840979131
20.335435601955623,1672.8825112389418
20.379189944389964,1616.4805133956154
20.413214795349177,1372.8456452805344
20.464484666570115,1093.750586384167
20.48621684085049,862.7900752818506
20.48864427120543,909.3986916678678
20.50343125877407,1918.6612230003236
20.55751921183503,1209.5488636442021
20.78259551130725,1905.2047940915834
20.81383025987236,1245.705830795978
21.102820145709984,1683.569271009231
21.18348628674721,1607.5950715204808
21.324342580790585,1142.8503510237088
21.34698120417079,2417.6364993867933
21.42864036436481,1945.4093008954387
21.431762629322293,2587.0183393050424
21.50209600609753,1697.7605909785775
21.52028234271347,1751.791807071132
21.536400146963842,1205.4573331725342
21.618926217095805,1754.051223206936
21.671039653933235,1446.9781370199926
21.673569048414265,1201.8155398416438
21.686064967468837,1460.5918649869795
21.96420424135954,1814.695380465552
22.006673878029233,1534.1767120515178
22.107791515114968,2259.271871516153
22.19255835975332,1740.8745475488347
22.228973184766346,1963.379383489026
22.429791565232335,1933.6037369729545
22.463821892080432,1778.8670779351187
22.63328635307596,1457.951014557412
22.85092646579767,1506.1495860734865
22.851919155640417,1644.7242585457952
22.873744194371852,1956.9780768039764
22.89693223426184,1254.475896381441
23.059940709364582,1401.6846469096242
23.170543323266884,2473.9068568552425
23.427965440291246,1976.1485399399332
23.521682978953322,2166.268117432308
23.588776272426912,2430.2236378528937
23.638671479490768,1227.3004407117646
23.709853944100814,2103.995288032028
23.80089276983017,1500.3928453076928
23.886890716329845,2013.9954423464026
23.901599344027545,1495.5388532829138
23.902795652815712,1481.8332916870659
23.92243017087867,1655.0874637586492
24.213144689447518,1668.1200417858859
24.252928241145128,2400.966162260664
24.30814429163638,2086.4136338328444
24.434187136706896,1626.4797843391389
24.467371516337153,2361.791444594971
24.60936251262865,929.1087423711002
24.624184486412673,1352.592347144887
24.62870060342084,1409.1593283797572
24.651302367102744,1153.2719763712523
24.74057606872975,1883.8558414761887
24.842546008851514,2359.790139692368
24.910050436296274,1705.7675267718976
25.046219663712463,1677.389432533522
25.10962831194206,2658.1378396109412
25.295047938984,1723.599877055623
25.346561801970893,2379.9659139212067
25.410300677576743,2049.2823833676753
25.424230151043503,1247.6385386025067
25.5916370247337,2680.5268954801827
25.607052235864103,1418.5780662716652
25.624074925052128,2358.2459433607373
25.688218337946637,1487.2475039397773
25.79503206050572,1867.5835554506846
25.800235367031405,2093.3142939548634
25.83818989264455,2203.104675433892
25.87044196912666,1149.0755208582802
26.029056047111908,1417.1402158191559
26.259566110521973,1619.6478143472036
26.310610410535674,2046.7465696613551
26.350626154328893,2001.4504915022771
26.35463913374315,2382.233207982143
26.51298139062419,2494.564395884335
26.681841090269927,1743.405187231846
26.709950925616113,1358.5771518632755
26.72661564024793,1956.4789842833295
26.794303671204943,2432.5686048038333
26.81580662501915,2360.091811141485
26.819077192049917,1150.6839080103744
26.861021869475735,1820.2193289738898
26.974705867421108,2128.4499495164987
27.09414891166739,3031.3517052598872
27.254850256189684,2556.0972402738366
27.47570060092403,1558.8454961715752
27.49723715422124,1935.7922430222281
27.84192724622926,2625.420703119692
27.96631173645619,1694.3591581563269
28.15847206451849,2643.2640808833416
28.20070566045979,1845.9907636558178
28.248007331827466,2308.7086070404744
28.3184927181901,2187.486507220408
28.339220645802698,1643.5490317218837
28.378063554388063,1370.3859306374816
28.405156599937982,2257.5031550682133
28.44641196912653,2538.4669461531566
28.48079466269178,1658.0450811527912
28.59927637801411,1759.6457975141773
28.687850372188677,1901.8288066444998
28.68936764577461,1861.990076970434
28.743544450670015,1995.40723163361
28.957502317160788,2040.8580596998067
28.976287494659573,1854.5411702442448
29.157375467613747,2319.573928460539
29.63604460319266,2659.572447328552
29.67124374998275,1543.8171662555553
29.733919532039295,1871.957776637384
